,casscf,d,hf,z1,z2
375,-144.1710456575002,1.6,-144.25168231000018,3.8000000000000016,10.2
376,-144.18007533250017,1.7,-144.26772169000017,3.8000000000000016,10.2
377,-144.19257357750018,1.9,-144.29456944000015,3.8000000000000016,10.2
378,-144.19650087750014,2.0,-144.30476010000015,3.8000000000000016,10.2
379,-144.19926656285725,2.1,-144.31288139285726,3.8000000000000016,10.2
380,-144.20110544795466,2.2,-144.3191206454547,3.8000000000000016,10.2
381,-144.2021617061958,2.3,-144.3236444286958,3.8000000000000016,10.2
382,-144.20252028000013,2.4,-144.3266004000001,3.8000000000000016,10.2
383,-144.2022504900001,2.5,-144.3281440400001,3.8000000000000016,10.2
384,-144.2014335321155,2.6,-144.3284561146155,3.8000000000000016,10.2
385,-144.20017095861124,2.7,-144.32774550111122,3.8000000000000016,10.2
386,-144.19858228714298,2.8,-144.32624329714295,3.8000000000000016,10.2
387,-144.19494845250009,3.0,-144.32183145000008,3.8000000000000016,10.2
388,-144.193152742742,3.1,-144.319380357742,3.8000000000000016,10.2
389,-144.19150465000007,3.2,-144.3170194500001,3.8000000000000016,10.2
390,-144.19006507363645,3.3,-144.31487830363648,3.8000000000000016,10.2
391,-144.1888604725001,3.4,-144.31303149000007,3.8000000000000016,10.2
392,-144.1878880982144,3.5,-144.31150397571437,3.8000000000000016,10.2
393,-144.18712522083342,3.6,-144.31028315333342,3.8000000000000016,10.2
394,-144.186538758446,3.7,-144.30933311594603,3.8000000000000016,10.2
395,-144.18609307000008,3.8,-144.30860742000007,3.8000000000000016,10.2
396,-144.185754968077,3.9,-144.308058513077,3.8000000000000016,10.2
397,-144.1854962600001,4.0,-144.3076434300001,3.8000000000000016,10.2
398,-144.1852945206098,4.1,-144.3073263656098,3.8000000000000016,10.2
399,-144.18513277642865,4.2,-144.30707926142864,3.8000000000000016,10.2
400,-144.18499869552332,4.3,-144.30688117302333,3.8000000000000016,10.2
401,-144.18488361772734,4.4,-144.30671702272733,3.8000000000000016,10.2
402,-144.18437004000003,5.0,-144.30604584000005,3.8000000000000016,10.2
403,-136.95847309833385,0.6,-137.16426403333384,4.000000000000002,9.999999999999998
404,-138.29984356714328,0.7,-138.52638118714327,4.000000000000002,9.999999999999998
405,-139.0825365350004,0.8,-139.2731233500004,4.000000000000002,9.999999999999998
406,-139.52037600388923,0.9,-139.67997063888924,4.000000000000002,9.999999999999998
407,-139.7653842775003,1.0,-139.9003276000003,4.000000000000002,9.999999999999998
408,-139.9041601340912,1.1,-140.0179682990912,4.000000000000002,9.999999999999998
409,-139.98075113666692,1.2,-140.07992365666692,4.000000000000002,9.999999999999998
410,-140.0210589140387,1.3,-140.11322776153867,4.000000000000002,9.999999999999998
411,-140.04316547357163,1.4,-140.13331506857165,4.000000000000002,9.999999999999998
412,-140.05619309583352,1.5,-140.14829417333354,4.000000000000002,9.999999999999998
413,-140.06460063750018,1.6,-140.1615126400002,4.000000000000002,9.999999999999998
414,-140.0701820423531,1.7,-140.17366988235312,4.000000000000002,9.999999999999998
415,-140.07362149944464,1.8,-140.18450480444463,4.000000000000002,9.999999999999998
416,-140.0753729260528,1.9,-140.19374821105282,4.000000000000002,9.999999999999998
417,-140.07592552000017,2.0,-140.20138194000015,4.000000000000002,9.999999999999998
418,-140.0757489723811,2.1,-140.2075425623811,4.000000000000002,9.999999999999998
419,-140.07519536704558,2.2,-140.2123845145456,4.000000000000002,9.999999999999998
420,-140.07596225521752,2.3,-140.21602899521753,4.000000000000002,9.999999999999998
421,-140.07683548833347,2.4,-140.21857909333346,4.000000000000002,9.999999999999998
422,-140.0774635050001,2.5,-140.2201474200001,4.000000000000002,9.999999999999998
423,-140.07785329826936,2.6,-140.22086883076935,4.000000000000002,9.999999999999998
424,-140.08070528879642,2.7,-140.22089785629643,4.000000000000002,9.999999999999998
425,-140.08076546428583,2.8,-140.22039926428585,4.000000000000002,9.999999999999998
426,-140.08036350474148,2.9,-140.21953735724148,4.000000000000002,9.999999999999998
427,-140.07960064916676,3.0,-140.21846565666678,4.000000000000002,9.999999999999998
428,-140.07860034024202,3.1,-140.21731739774202,4.000000000000002,9.999999999999998
429,-140.07748725750008,3.2,-140.2161979600001,4.000000000000002,9.999999999999998
430,-140.07637103219707,3.3,-140.21518077969708,4.000000000000002,9.999999999999998
431,-140.07533501367658,3.4,-140.21430788117658,4.000000000000002,9.999999999999998
432,-140.07443146892865,3.5,-140.21359438142866,4.000000000000002,9.999999999999998
433,-140.07368336722232,3.6,-140.21303547222232,4.000000000000002,9.999999999999998
434,-140.07309077263523,3.7,-140.2126140051352,4.000000000000002,9.999999999999998
435,-140.0726389380264,3.8,-140.2123069305264,4.000000000000002,9.999999999999998
436,-140.07230581051292,3.9,-140.21209018051292,4.000000000000002,9.999999999999998
437,-140.07206749250008,4.0,-140.21194165000009,4.000000000000002,9.999999999999998
438,-140.07190167268303,4.1,-140.211842692683,4.000000000000002,9.999999999999998
439,-140.07178928119055,4.2,-140.21177851619055,4.000000000000002,9.999999999999998
440,-140.07171499633728,4.3,-140.21173798883729,4.000000000000002,9.999999999999998
441,-140.0716671072728,4.4,-140.2117130972728,4.000000000000002,9.999999999999998
442,-140.07163700027783,4.5,-140.21169821777784,4.000000000000002,9.999999999999998
443,-140.0716185601088,4.6,-140.2116896226088,4.000000000000002,9.999999999999998
444,-140.07160758053197,4.7,-140.21168483553197,4.000000000000002,9.999999999999998
445,-140.07160126166673,4.8,-140.21168233666674,4.000000000000002,9.999999999999998
446,-140.07159778280618,4.9,-140.21168113530618,4.000000000000002,9.999999999999998
447,-140.07159598250007,5.0,-140.21168069000007,4.000000000000002,9.999999999999998
448,-133.14150900500053,0.6,-133.26752689000054,4.200000000000002,9.799999999999997
449,-134.52622306500044,0.7,-134.65793069000046,4.200000000000002,9.799999999999997
450,-135.2780560350004,0.8,-135.4168369300004,4.200000000000002,9.799999999999997
451,-135.68270342666702,0.9,-135.828727226667,4.200000000000002,9.799999999999997
452,-135.8977178100003,1.0,-136.0503120200003,4.200000000000002,9.799999999999997
453,-136.00971327045482,1.1,-136.1669447954548,4.200000000000002,9.799999999999997
454,-136.06918350000026,1.2,-136.22648669000026,4.200000000000002,9.799999999999997
455,-136.10604417192332,1.3,-136.2563566869233,4.200000000000002,9.799999999999997
456,-136.1339920750002,1.4,-136.27218005000023,4.200000000000002,9.799999999999997
457,-136.15708234500022,1.5,-136.2822794100002,4.200000000000002,9.799999999999997
458,-136.1762709800002,1.6,-136.2903247100002,4.200000000000002,9.799999999999997
459,-136.19175557794136,1.7,-136.29738582294138,4.200000000000002,9.799999999999997
460,-136.2037420833335,1.8,-136.3035127433335,4.200000000000002,9.799999999999997
461,-136.21269580526334,1.9,-136.30862546526333,4.200000000000002,9.799999999999997
462,-136.21926864500017,2.0,-136.31277498000017,4.200000000000002,9.799999999999997
463,-136.22410506000014,2.1,-136.31608519000014,4.200000000000002,9.799999999999997
464,-136.22770536772742,2.2,-136.31865857272743,4.200000000000002,9.799999999999997
465,-136.23040096260883,2.3,-136.32055390260882,4.200000000000002,9.799999999999997
466,-136.23239703000013,2.4,-136.3218137600001,4.200000000000002,9.799999999999997
467,-136.23382441000012,2.5,-136.32249378000012,4.200000000000002,9.799999999999997
468,-136.23477405346165,2.6,-136.32267250846166,4.200000000000002,9.799999999999997
469,-136.235315353889,2.7,-136.322445928889,4.200000000000002,9.799999999999997
470,-136.23550671000012,2.8,-136.32191688000012,4.200000000000002,9.799999999999997
471,-136.23540336224147,2.9,-136.3211856472415,4.200000000000002,9.799999999999997
472,-136.23506269000012,3.0,-136.3203430700001,4.200000000000002,9.799999999999997
473,-136.23454590080655,3.1,-136.31946578580656,4.200000000000002,9.799999999999997
474,-136.2339158550001,3.2,-136.31861315000012,4.200000000000002,9.799999999999997
475,-136.23323237681825,3.3,-136.31782616181826,4.200000000000002,9.799999999999997
476,-136.2318988700001,3.5,-136.31652859000008,4.200000000000002,9.799999999999997
477,-136.2294872181708,4.1,-136.3145486731708,4.200000000000002,9.799999999999997
478,-136.22928888500007,4.2,-136.31437815000007,4.200000000000002,9.799999999999997
479,-136.22912289395356,4.3,-136.31422839395356,4.200000000000002,9.799999999999997
480,-136.22898146136373,4.4,-136.3140942063637,4.200000000000002,9.799999999999997
481,-136.22864966287244,4.7,-136.31375277787242,4.200000000000002,9.799999999999997
482,-136.2285580250001,4.8,-136.3136529100001,4.200000000000002,9.799999999999997
483,-136.22847230500005,4.9,-136.31355816000007,4.200000000000002,9.799999999999997
484,-136.22839131500007,5.0,-136.31346788000008,4.200000000000002,9.799999999999997
485,-130.8999763371433,0.7,-131.0316499371433,4.400000000000002,9.599999999999998
486,-131.6893221400004,0.8,-131.79984928000042,4.400000000000002,9.599999999999998
487,-132.12196099666704,0.9,-132.21420597666702,4.400000000000002,9.599999999999998
488,-132.35689683000032,1.0,-132.4345864000003,4.400000000000002,9.599999999999998
489,-132.48097124500032,1.1,-132.5479267100003,4.400000000000002,9.599999999999998
490,-132.54306938000028,1.2,-132.60293878000027,4.400000000000002,9.599999999999998
491,-132.57169179538488,1.3,-132.62744556538487,4.400000000000002,9.599999999999998
492,-132.5830020385717,1.4,-132.63727461857167,4.400000000000002,9.599999999999998
493,-132.58581454000023,1.5,-132.6409554400002,4.400000000000002,9.599999999999998
494,-132.5846561000002,1.6,-132.64245160000021,4.400000000000002,9.599999999999998
495,-132.5814984767649,1.7,-132.6431627717649,4.400000000000002,9.599999999999998
496,-132.5771864833335,1.8,-132.6434114433335,4.400000000000002,9.599999999999998
497,-132.57223443263172,1.9,-132.64327881263173,4.400000000000002,9.599999999999998
498,-132.56707828500015,2.0,-132.64286841000015,4.400000000000002,9.599999999999998
499,-132.56205747071442,2.1,-132.64228285571443,4.400000000000002,9.599999999999998
500,-132.55736852500013,2.2,-132.64156763000014,4.400000000000002,9.599999999999998
501,-132.5530810558697,2.3,-132.64071440086968,4.400000000000002,9.599999999999998
502,-132.54919088500014,2.4,-132.63970008000013,4.400000000000002,9.599999999999998
503,-132.54566685500012,2.5,-132.6385185300001,4.400000000000002,9.599999999999998
504,-132.54247763269242,2.6,-132.63718946769242,4.400000000000002,9.599999999999998
505,-132.539597413889,2.7,-132.635751658889,4.400000000000002,9.599999999999998
506,-132.5370040292858,2.8,-132.63425204428583,4.400000000000002,9.599999999999998
507,-132.53467677120702,2.9,-132.632737216207,4.400000000000002,9.599999999999998
508,-132.5325954050001,3.0,-132.6312484200001,4.400000000000002,9.599999999999998
509,-132.53073973693557,3.1,-132.62981901193558,4.400000000000002,9.599999999999998
510,-132.5290894700001,3.2,-132.6284733100001,4.400000000000002,9.599999999999998
511,-132.5276240400001,3.3,-132.6272264100001,4.400000000000002,9.599999999999998
512,-132.52632278588246,3.4,-132.62608490588246,4.400000000000002,9.599999999999998
513,-132.52520646142864,3.5,-132.62504827142865,4.400000000000002,9.599999999999998
514,-132.52418839166677,3.6,-132.62411070666676,4.400000000000002,9.599999999999998
515,-132.5232714727028,3.7,-132.6232631127028,4.400000000000002,9.599999999999998
516,-132.5224404363159,3.8,-132.62249483631587,4.400000000000002,9.599999999999998
517,-132.52168215346163,3.9,-132.62179500846162,4.400000000000002,9.599999999999998
518,-132.52098550000008,4.0,-132.6211534900001,4.400000000000002,9.599999999999998
519,-132.52034124207324,4.1,-132.62056131707325,4.400000000000002,9.599999999999998
520,-132.51974183285722,4.2,-132.6200109628572,4.400000000000002,9.599999999999998
521,-132.51918119837217,4.3,-132.61949624837217,4.400000000000002,9.599999999999998
522,-132.5186544400001,4.4,-132.6190122300001,4.400000000000002,9.599999999999998
523,-132.5181576083334,4.5,-132.6185549833334,4.400000000000002,9.599999999999998
524,-132.51724157936178,4.7,-132.61770905936177,4.400000000000002,9.599999999999998
525,-132.51681759000007,4.8,-132.61731593000007,4.400000000000002,9.599999999999998
526,-132.51641372816334,4.9,-132.6169403981633,4.400000000000002,9.599999999999998
527,-132.51602841500008,5.0,-132.61658109000007,4.400000000000002,9.599999999999998
528,-127.70012879857188,0.7,-127.65103449857187,4.600000000000002,9.399999999999999
529,-128.47523120000042,0.8,-128.42593030000043,4.600000000000002,9.399999999999999
530,-128.89002091888923,0.9,-128.84042403888924,4.600000000000002,9.399999999999999
531,-129.10744593000032,1.0,-129.05739888000033,4.600000000000002,9.399999999999999
532,-129.21604151272757,1.1,-129.16538967272757,4.600000000000002,9.399999999999999
533,-129.26532791666693,1.2,-129.21398788666693,4.600000000000002,9.399999999999999
534,-129.28348021692335,1.3,-129.23143707692333,4.600000000000002,9.399999999999999
535,-129.28649727428595,1.4,-129.23376532428594,4.600000000000002,9.399999999999999
536,-129.28306580333356,1.5,-129.22968334333356,4.600000000000002,9.399999999999999
537,-129.27733733000022,1.6,-129.2234022000002,4.600000000000002,9.399999999999999
538,-129.2709035888237,1.7,-129.2165994188237,4.600000000000002,9.399999999999999
539,-129.26425239444464,1.8,-129.20982762444464,4.600000000000002,9.399999999999999
540,-129.25759438315805,1.9,-129.20330424315807,4.600000000000002,9.399999999999999
541,-129.25112869000017,2.0,-129.19717780000016,4.600000000000002,9.399999999999999
542,-129.24502039952398,2.1,-129.19153464952396,4.600000000000002,9.399999999999999
543,-129.2393438363638,2.2,-129.18637424636378,4.600000000000002,9.399999999999999
544,-129.23408894000013,2.3,-129.18163248000013,4.600000000000002,9.399999999999999
545,-129.22920711333347,2.4,-129.17722944333346,4.600000000000002,9.399999999999999
546,-129.22465106000013,2.5,-129.17310364000014,4.600000000000002,9.399999999999999
547,-129.22039092846165,2.6,-129.16922121846164,4.600000000000002,9.399999999999999
548,-129.21641275629642,2.7,-129.16556927629642,4.600000000000002,9.399999999999999
549,-129.212710767143,2.8,-129.162145197143,4.600000000000002,9.399999999999999
550,-129.20937658413806,2.9,-129.15894877413805,4.600000000000002,9.399999999999999
551,-129.20622187666677,3.0,-129.15597806666676,4.600000000000002,9.399999999999999
552,-129.20331948612915,3.1,-129.15322795612914,4.600000000000002,9.399999999999999
553,-129.20065756000008,3.2,-129.15068993000008,4.600000000000002,9.399999999999999
554,-129.19822081424252,3.3,-129.14835249424252,4.600000000000002,9.399999999999999
555,-129.19599151941185,3.4,-129.14620174941186,4.600000000000002,9.399999999999999
556,-129.19395050571438,3.5,-129.14422219571438,4.600000000000002,9.399999999999999
557,-129.19207817222232,3.6,-129.1423975722223,4.600000000000002,9.399999999999999
558,-129.19035541108116,3.7,-129.14071162108115,4.600000000000002,9.399999999999999
559,-129.18876429157905,3.8,-129.13914883157904,4.600000000000002,9.399999999999999
560,-129.18728852897445,3.9,-129.13769486897445,4.600000000000002,9.399999999999999
561,-129.18591375000005,4.0,-129.13633692000008,4.600000000000002,9.399999999999999
562,-129.18462751439034,4.1,-129.13506375439033,4.600000000000002,9.399999999999999
563,-129.18341926476197,4.2,-129.13386574476198,4.600000000000002,9.399999999999999
564,-129.1822800920931,4.3,-129.13273471209308,4.600000000000002,9.399999999999999
565,-129.18018052777785,4.5,-129.13064712777785,4.600000000000002,9.399999999999999
566,-129.17920873000006,4.6,-129.12967987000007,4.600000000000002,9.399999999999999
567,-129.17828281000007,4.7,-129.12875783000007,4.600000000000002,9.399999999999999
568,-129.17739904666675,4.8,-129.12787745666674,4.600000000000002,9.399999999999999
569,-129.176554229796,4.9,-129.127035629796,4.600000000000002,9.399999999999999
570,-129.17574555000007,5.0,-129.12622963000007,4.600000000000002,9.399999999999999
571,-123.11566237000056,0.6,-123.06653878000054,4.8000000000000025,9.199999999999998
572,-124.56970774428618,0.7,-124.51983216428619,4.8000000000000025,9.199999999999998
573,-125.35156504000042,0.8,-125.29914358000042,4.8000000000000025,9.199999999999998
574,-125.7656452733337,0.9,-125.71175839333371,4.8000000000000025,9.199999999999998
575,-125.97884991000035,1.0,-125.92343613000034,4.8000000000000025,9.199999999999998
576,-126.08132772363668,1.1,-126.02432560363665,4.8000000000000025,9.199999999999998
577,-126.12353205000028,1.2,-126.06493095000027,4.8000000000000025,9.199999999999998
578,-126.13409631153873,1.3,-126.07393725153871,4.8000000000000025,9.199999999999998
579,-126.1292193771431,1.4,-126.06757156714309,4.8000000000000025,9.199999999999998
580,-126.11772504000022,1.5,-126.05469421000022,4.8000000000000025,9.199999999999998
581,-126.10393846000021,1.6,-126.03970655000022,4.8000000000000025,9.199999999999998
582,-126.08964766411783,1.7,-126.02449781411785,4.8000000000000025,9.199999999999998
583,-126.07549626666687,1.8,-126.00979335666685,4.8000000000000025,9.199999999999998
584,-126.06177158684228,1.9,-125.99590837684228,4.8000000000000025,9.199999999999998
585,-126.04868183000016,2.0,-125.98301896000018,4.8000000000000025,9.199999999999998
586,-126.03637285142874,2.1,-125.97119599142873,4.8000000000000025,9.199999999999998
587,-126.02490257181833,2.2,-125.96040602181833,4.8000000000000025,9.199999999999998
588,-126.01425497000014,2.3,-125.95054818000014,4.8000000000000025,9.199999999999998
589,-126.00437951000013,2.4,-125.94150588000015,4.8000000000000025,9.199999999999998
590,-125.99522401000013,2.5,-125.93318143000013,4.8000000000000025,9.199999999999998
591,-125.98674842076935,2.6,-125.92550567076935,4.8000000000000025,9.199999999999998
592,-125.97892421111123,2.7,-125.91843187111124,4.8000000000000025,9.199999999999998
593,-125.97172823857154,2.8,-125.91192533857155,4.8000000000000025,9.199999999999998
594,-125.96513688103461,2.9,-125.90595516103461,4.8000000000000025,9.199999999999998
595,-125.95912235000011,3.0,-125.90048948000012,4.8000000000000025,9.199999999999998
596,-125.9536512683872,3.1,-125.89549370838719,4.8000000000000025,9.199999999999998
597,-125.94868479000009,3.2,-125.89093053000009,4.8000000000000025,9.199999999999998
598,-125.94417983454557,3.3,-125.88676086454555,4.8000000000000025,9.199999999999998
599,-125.94017286705893,3.4,-125.88294524705891,4.8000000000000025,9.199999999999998
600,-125.93645899285723,3.5,-125.87944523285724,4.8000000000000025,9.199999999999998
601,-125.93306940333342,3.6,-125.87622457333343,4.8000000000000025,9.199999999999998
602,-125.92996373918928,3.7,-125.87325005918927,4.8000000000000025,9.199999999999998
603,-125.92710533842113,3.8,-125.87049192842115,4.8000000000000025,9.199999999999998
604,-125.92446176384624,3.9,-125.86792400384624,4.8000000000000025,9.199999999999998
605,-125.9220049300001,4.0,-125.86552362000009,4.8000000000000025,9.199999999999998
606,-125.91971088512203,4.1,-125.86327134512204,4.8000000000000025,9.199999999999998
607,-125.91755943571437,4.2,-125.86115064571436,4.8000000000000025,9.199999999999998
608,-125.91553370511635,4.3,-125.85914752511637,4.8000000000000025,9.199999999999998
609,-125.91361963090917,4.4,-125.85725014090916,4.8000000000000025,9.199999999999998
610,-125.91180552666675,4.5,-125.85544847666675,4.8000000000000025,9.199999999999998
611,-125.91008163000008,4.6,-125.85373402000006,4.8000000000000025,9.199999999999998
612,-125.9084397797873,4.7,-125.8520994697873,4.8000000000000025,9.199999999999998
613,-125.90687306000007,4.8,-125.85053856000007,4.8000000000000025,9.199999999999998
614,-125.90537557489803,4.9,-125.84904581489802,4.8000000000000025,9.199999999999998
615,-125.90394221000008,5.0,-125.84761644000008,4.8000000000000025,9.199999999999998
616,-120.24642155000059,0.6,-120.17398886000059,5.000000000000003,8.999999999999996
617,-121.71865877428621,0.7,-121.6420024142862,5.000000000000003,8.999999999999996
618,-122.50647617000043,0.8,-122.42379521000042,5.000000000000003,8.999999999999996
619,-122.92068394000039,0.9,-122.83288185000039,5.000000000000003,8.999999999999996
620,-123.13072703000034,1.0,-123.03774620000036,5.000000000000003,8.999999999999996
621,-123.22824677272759,1.1,-123.13015305272758,5.000000000000003,8.999999999999996
622,-123.2645187900003,1.2,-123.1615501900003,5.000000000000003,8.999999999999996
623,-123.26855478923105,1.3,-123.16109352923104,5.000000000000003,8.999999999999996
624,-123.2567063271431,1.4,-123.1452215471431,5.000000000000003,8.999999999999996
625,-123.23791069000022,1.5,-123.12292709000023,5.000000000000003,8.999999999999996
626,-123.21666443000022,1.6,-123.09875480000021,5.000000000000003,8.999999999999996
627,-123.19497242764727,1.7,-123.07474233764727,5.000000000000003,8.999999999999996
628,-123.1736730200002,1.8,-123.05172487000019,5.000000000000003,8.999999999999996
629,-123.15317589368438,1.9,-123.03006316368437,5.000000000000003,8.999999999999996
630,-123.13373499000018,2.0,-123.00992313000019,5.000000000000003,8.999999999999996
631,-123.11549054142874,2.1,-122.99133673142875,5.000000000000003,8.999999999999996
632,-123.09847144636379,2.2,-122.9742262163638,5.000000000000003,8.999999999999996
633,-123.08262598086972,2.3,-122.95845078086973,5.000000000000003,8.999999999999996
634,-123.06786749000014,2.4,-122.94385834000016,5.000000000000003,8.999999999999996
635,-123.05410958000016,2.5,-122.93031837000015,5.000000000000003,8.999999999999996
636,-123.04128306461551,2.6,-122.91773176461551,5.000000000000003,8.999999999999996
637,-123.02934050333346,2.7,-122.90602688333345,5.000000000000003,8.999999999999996
638,-123.01825591857155,2.8,-122.89515101857154,5.000000000000003,8.999999999999996
639,-123.00802429689668,2.9,-122.88506270689666,5.000000000000003,8.999999999999996
640,-122.99866187000013,3.0,-122.87572597000012,5.000000000000003,8.999999999999996
641,-122.9902074487098,3.1,-122.86710623870978,5.000000000000003,8.999999999999996
642,-122.9827242900001,3.2,-122.8591676400001,5.000000000000003,8.999999999999996
643,-122.97629896090919,3.3,-122.8518713909092,5.000000000000003,8.999999999999996
644,-122.97102389882363,3.4,-122.84517526882362,5.000000000000003,8.999999999999996
645,-122.96694085285722,3.5,-122.83903405285724,5.000000000000003,8.999999999999996
646,-122.9639649800001,3.6,-122.83340060000009,5.000000000000003,8.999999999999996
647,-122.95740388702711,3.7,-122.82822730702713,5.000000000000003,8.999999999999996
648,-122.95733750684221,3.8,-122.8234675668422,5.000000000000003,8.999999999999996
649,-122.957292333077,3.9,-122.819077003077,5.000000000000003,8.999999999999996
650,-122.95726358000009,4.0,-122.81501445000008,5.000000000000003,8.999999999999996
651,-122.95724693926839,4.1,-122.81124246926838,5.000000000000003,8.999999999999996
652,-122.95723881571436,4.2,-122.80772762571436,5.000000000000003,8.999999999999996
653,-122.95723640744195,4.3,-122.80444048744194,5.000000000000003,8.999999999999996
654,-122.9572376181819,4.4,-122.80135546818191,5.000000000000003,8.999999999999996
655,-122.95724097000009,4.5,-122.79845058000008,5.000000000000003,8.999999999999996
656,-122.95724545043485,4.6,-122.79570715043485,5.000000000000003,8.999999999999996
657,-122.95725040872347,4.7,-122.79310948872347,5.000000000000003,8.999999999999996
658,-122.95725543000007,4.8,-122.79064462000008,5.000000000000003,8.999999999999996
659,-122.95726028346945,4.9,-122.78830182346945,5.000000000000003,8.999999999999996
660,-122.95726485000007,5.0,-122.78607227000008,5.000000000000003,8.999999999999996
661,-117.61425129333392,0.6,-117.5414775733339,5.200000000000003,8.799999999999997
662,-119.09958665857192,0.7,-119.02165267857191,5.200000000000003,8.799999999999997
663,-119.88948003000044,0.8,-119.80435750000044,5.200000000000003,8.799999999999997
664,-120.30028260888926,0.9,-120.20867117888926,5.200000000000003,8.799999999999997
665,-120.50386109000036,1.0,-120.40563127000036,5.200000000000003,8.799999999999997
666,-120.59342922000032,1.1,-120.48859735000032,5.200000000000003,8.799999999999997
667,-120.62121389666694,1.2,-120.50998105666696,5.200000000000003,8.799999999999997
668,-120.61672729000027,1.3,-120.49944295000027,5.200000000000003,8.799999999999997
669,-120.59656520428595,1.4,-120.47366451428596,5.200000000000003,8.799999999999997
670,-120.56981968333358,1.5,-120.44178517333359,5.200000000000003,8.799999999999997
671,-120.54114061000023,1.6,-120.4084844000002,5.200000000000003,8.799999999999997
672,-120.51268946941198,1.7,-120.37592508941196,5.200000000000003,8.799999999999997
673,-120.48543665444463,1.8,-120.34502577444464,5.200000000000003,8.799999999999997
674,-120.45988668368439,1.9,-120.31616873368439,5.200000000000003,8.799999999999997
675,-120.43636391000017,2.0,-120.28948722000017,5.200000000000003,8.799999999999997
676,-120.41507716952397,2.1,-120.26495123952397,5.200000000000003,8.799999999999997
677,-120.39613490000016,2.2,-120.24241491000018,5.200000000000003,8.799999999999997
678,-120.37956988260883,2.3,-120.22167418260885,5.200000000000003,8.799999999999997
679,-120.36536255333348,2.4,-120.20251965333347,5.200000000000003,8.799999999999997
680,-120.35344548000013,2.5,-120.18476756000014,5.200000000000003,8.799999999999997
681,-120.34369237000013,2.6,-120.16826977000014,5.200000000000003,8.799999999999997
682,-120.3359093729631,2.7,-120.1529116929631,5.200000000000003,8.799999999999997
683,-120.32984245714299,2.8,-120.13860609714298,5.200000000000003,8.799999999999997
684,-120.32520145172427,2.9,-120.12528676172425,5.200000000000003,8.799999999999997
685,-120.3216921866668,3.0,-120.11290274666679,5.200000000000003,8.799999999999997
686,-120.31904709709688,3.1,-120.10141348709689,5.200000000000003,8.799999999999997
687,-120.31704535000011,3.2,-120.09078438000012,5.200000000000003,8.799999999999997
688,-120.31551805333345,3.3,-120.08098303333344,5.200000000000003,8.799999999999997
689,-120.31434215470598,3.4,-120.07197623470599,5.200000000000003,8.799999999999997
690,-120.31342983571439,3.5,-120.06372794571439,5.200000000000003,8.799999999999997
691,-120.31271830222232,3.6,-120.05619831222232,5.200000000000003,8.799999999999997
692,-120.31216168459468,3.7,-120.04934365459468,5.200000000000003,8.799999999999997
693,-120.31172548684219,3.8,-120.0431171468422,5.200000000000003,8.799999999999997
694,-120.31138295666675,3.9,-120.03747003666675,5.200000000000003,8.799999999999997
695,-120.3111129000001,4.0,-120.0323529100001,5.200000000000003,8.799999999999997
696,-120.31089834682936,4.1,-120.02771688682935,5.200000000000003,8.799999999999997
697,-120.31072578476198,4.2,-120.02351462476199,5.200000000000003,8.799999999999997
698,-120.31058452906984,4.3,-120.01970109906985,5.200000000000003,8.799999999999997
699,-120.31046634000009,4.4,-120.01623410000008,5.200000000000003,8.799999999999997
700,-120.31036493777785,4.5,-120.01307453777787,5.200000000000003,8.799999999999997
701,-120.31027569130443,4.6,-120.01018665130442,5.200000000000003,8.799999999999997
702,-120.31019526680859,4.7,-120.00753798680859,5.200000000000003,8.799999999999997
703,-120.31012129666674,4.8,-120.00509943666674,5.200000000000003,8.799999999999997
704,-120.31005213551026,4.9,-120.00284508551027,5.200000000000003,8.799999999999997
705,-120.30998668000007,5.0,-120.00075211000006,5.200000000000003,8.799999999999997
706,-114.7435919980006,0.6,-115.1728443800006,5.400000000000003,8.599999999999998
707,-116.24457789914337,0.7,-116.66295243714336,5.400000000000003,8.599999999999998
708,-117.03859933600044,0.8,-117.44536808000045,5.400000000000003,8.599999999999998
709,-117.5141103960004,0.9,-117.8440863500004,5.400000000000003,8.599999999999998
710,-117.76124600000034,1.0,-118.03250626000036,5.400000000000003,8.599999999999998
711,-117.88671304345488,1.1,-118.10553124545487,5.400000000000003,8.599999999999998
712,-117.9432345460003,1.2,-118.1165365900003,5.400000000000003,8.599999999999998
713,-117.96532121184642,1.3,-118.09571407384641,5.400000000000003,8.599999999999998
714,-117.9691375085717,1.4,-118.06002762857167,5.400000000000003,8.599999999999998
715,-117.96507621400023,1.5,-118.01880445000025,5.400000000000003,8.599999999999998
716,-117.95842752400021,1.6,-117.97690120000021,5.400000000000003,8.599999999999998
717,-117.95271750741196,1.7,-117.93666083941197,5.400000000000003,8.599999999999998
718,-117.94659142800019,1.8,-117.8991624700002,5.400000000000003,8.599999999999998
719,-117.9399822608423,1.9,-117.86489468684229,5.400000000000003,8.599999999999998
720,-117.93326942600018,2.0,-117.83399925000019,5.400000000000003,8.599999999999998
721,-117.92679544171445,2.1,-117.80632998571444,5.400000000000003,8.599999999999998
722,-117.92082165472743,2.2,-117.78153497272743,5.400000000000003,8.599999999999998
723,-117.91548443721754,2.3,-117.75919084521755,5.400000000000003,8.599999999999998
724,-117.91080309000013,2.4,-117.73890804000014,5.400000000000003,8.599999999999998
725,-117.90673488600012,2.5,-117.72037193000014,5.400000000000003,8.599999999999998
